帖子ID,标题,正文,作者,点赞数,收藏数,评论数,实际评论数,分享数,图片数量,帖子链接,季节_夏日,季节_春日,季节_秋冬,风格_温柔感,风格_高级感,风格_ins风,风格_个性风,风格_清新简约,款式_猫眼,款式_钻饰,款式_花朵,款式_手绘,款式_法式,款式_渐变,甲型_短甲,甲型_穿戴甲,甲型_DIY,甲型_延长甲
69ae6167000000001d02462b,nails ‧₊˚ pinkpurple 🫧春日仙气醋酸美甲,"超仙的粉紫猫眼醋酸美甲🌷
把春日的温柔浪漫焊在指尖～
开春换新妆
连唇妆也要搭得恰到好处✨
最近的心动氛围感是橘朵唇粉霜N26给的
指尖是粉紫仙气，唇间是柔雾甜嫩～
约会、探店、野餐、逛展
春日氛围感直接拉满，随便搭配都超绝✨
粉紫美甲配这支唇粉霜，颜值直接翻倍！！
上嘴是绵密奶霜质地，丝滑到不像话
柔雾哑光妆效还不拔干[赞R]
软乎乎的小毛球刷头，上嘴超舒服[哇R]
新手也能轻松涂出均匀唇妆
春",你烦不凡,10000,9149,68,5,3082,1,https://www.xiaohongshu.com/explore/69ae6167000000001d02462b?xsec_token=ABpAwHVzFKYxHj_Z_OXoTIYfl_kkkMSZ5bqcQMxXmmb5I=&xsec_source=pc_search,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
69fc6423000000003601eb3a,Nails｜夏日薄荷海✩࿐,"做到了夏季的人生美甲💅🏻
清透薄荷蓝✖️星星~是薄荷海的感觉
指尖藏着夏日温柔，底妆也要清透服帖🩵
	
一入夏底妆就翻车
出油、卡粉、暗沉，精致感全没了😮‍💨
被种草的玛丽黛佳种籽气垫
大地之花限定款颜值直接戳中我！
	
东方图腾包装，高级又有质感
	
自带抗暗沉保湿的种籽精华
上妆同时给妆面锁色
干皮不卡纹，夏天也不会氧化变成大黄脸
	
粉质细到像融进皮肤
轻薄无粉感，伪素颜奶油肌拉满
带妆一整",好多鱼.oO,10000,6520,11,5,857,1,https://www.xiaohongshu.com/explore/69fc6423000000003601eb3a?xsec_token=ABXVnp3LmFYo73gL-75i5_gnxbkF5o4CSImjfzSIGRmtk=&xsec_source=pc_search,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
691847bf0000000005003484,冰感蓝猫眼💅夏天清冷风美甲,"真的真的好显白哦
#高级显白美甲[话题]# #t显白美甲[话题]# #温柔美甲[话题]# #气质美甲[话题]# #渐变美甲[话题]# #冰透色美甲[话题]# #简约美甲[话题]# #猫眼美甲[话题]# #蓝色美甲[话题]# #氛围感美甲[话题]#",欢喜,9841,8024,8,10,4729,1,https://www.xiaohongshu.com/explore/691847bf0000000005003484?xsec_token=ABb23v0RFT_sRlb5rndysloLV52d-Oevc4ZlLyFERPCfI=&xsec_source=pc_search,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
69df7e3d000000002102faf1,💜✨,#美甲[话题]# #显白美甲[话题]# #猫眼美甲[话题]# #小短甲[话题]# #氛围感美甲[话题]# #彩色多巴胺美甲[话题]# #紫色美甲[话题]# #夏日美甲[话题]# #亮晶晶美甲[话题]# #爆闪美甲[话题]#,奶咖芋妮茶🍊,9790,8595,65,5,2332,1,https://www.xiaohongshu.com/explore/69df7e3d000000002102faf1?xsec_token=AB2ffWE7HPkZYjE9oFIfmXmdqslUjpM6wicAHzQH1TIq0=&xsec_source=pc_search,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
696b56700000000021030dab,韩味满满的蝴蝶结🎀✨超温柔～,"粉粉嫩嫩哒
#ins美甲[话题]# #少女心美甲[话题]# #美甲款式[话题]# #甜美美甲[话题]# #茉哉穿戴甲[话题]# #少女感十足[话题]# #蝴蝶结美甲[话题]# #茉哉美甲[话题]# #甜妹美甲[话题]# #氛围感美甲[话题]#",喜欢薄荷绿-茉哉,9788,6366,40,5,1435,1,https://www.xiaohongshu.com/explore/696b56700000000021030dab?xsec_token=ABhGARWGBaCNtNqqZEKfOmga9IvTgmcDrs5OupTxaqqVQ=&xsec_source=pc_search,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
69d5c796000000001f000c90,蓝盘配冰蓝｜清爽,炎炎夏日配上这一手冰蓝，清爽干净#清爽的配色[话题]# #美甲推荐[话题]# #美甲[话题]# #猫眼美甲[话题]# #碎钻美甲指尖藏着细碎星光[话题]# #猫眼[话题]#  #如宝石般的玻璃珠[话题]# #个人玩家美甲[话题]# #vrq星珀心[话题]# #饰品分享[话题]#,momo,9042,7276,52,5,2188,1,https://www.xiaohongshu.com/explore/69d5c796000000001f000c90?xsec_token=ABO_3lJSOJ8co7Jn55ruO59VZGq3ne54MvUHsS9SnJS44=&xsec_source=pc_search,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
69abc09b000000002602f912,"🎧ྀི♪  ""奶fufu鹅黄渐变🌼好清新好春天啊！","淡人春天多巴胺渐变美甲
春日限定鹅黄色
搭配立体小花花🌼🌸
好清新好春天啊！！
#指尖生花[话题]# #春日干花美甲[话题]# #春日温柔感美甲[话题]# #小清新美甲[话题]##春日美甲[话题]# #初春美甲款式[话题]#  #韩系美甲[话题]# #超嫩少女心美甲[话题]# #花花美甲[话题]# #多巴胺美甲[话题]#",花花敲可爱,9028,7585,65,5,2697,1,https://www.xiaohongshu.com/explore/69abc09b000000002602f912?xsec_token=ABLtDkIlqHT1CAWdmJXSZSGXew1h2WItOGTUOnNJ4nDTY=&xsec_source=pc_search,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
68b54b22000000001b020e0f,最近超火的蓝眼泪💧好piu亮,"收藏了很久的蓝眼泪指尖钻美甲 终于做上啦！
做完无时无刻都想抬手看看自己的新美甲[哇R][哇R]
指尖亮闪闪的 尊嘟很漂亮💎
	
#手上有璀璨星河[话题]# #蓝色美甲[话题]# #蓝眼泪[话题]# #氛围感美甲[话题]# #夏日美甲[话题]# #分享美甲[话题]# #会发光的美甲[话题]# #贴钻美甲[话题]# #新美甲[话题]#",甜心小红徐🍬,8236,7037,65,5,2556,1,https://www.xiaohongshu.com/explore/68b54b22000000001b020e0f?xsec_token=ABx28ahpwOXQmUupmDx1zgK8m_Z0xcEL58dEBvUleuGFg=&xsec_source=pc_search,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
68a30d5d000000001d0363d7,不要往下刷啦，就看看我呗,"裸色真的是夏天的king⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐
🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓🍓
粉色夏日渐变小短甲
真嘟超级可爱超级可爱[扯脸H][扯脸H][扯脸H]
#美甲推荐[话题]# #美甲还原度挑战[话题]# #美甲日常[话题]# #美甲",蛇酒的美甲日记！,6731,3617,181,5,925,1,https://www.xiaohongshu.com/explore/68a30d5d000000001d0363d7?xsec_token=ABp0ZmBQsSI0bfR32pitVPwJhdkDNQI_FspBR3c8wNOss=&xsec_source=pc_search,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
670ddb70000000002401445d,清透梅子冰✨bulingbuling~太仙啦,"还蛮显白的一个冰透葡萄色
Orange.C05.C292
#最显白的指甲油[话题]# #亲手晒美甲[话题]# #超好看的美甲[话题]# #氛围感美甲[话题]# #美甲[话题]# #ins美甲[话题]# #美甲分享[话题]# #跳色美甲[话题]# #吃一口奶昔🍨[话题]#",吃一口奶昔🍨,6720,5298,30,5,9429,1,https://www.xiaohongshu.com/explore/670ddb70000000002401445d?xsec_token=AB7mC5Xa5TN5bCRt_dyggvnAe1SRnjV58lJ_ibzER3-Jc=&xsec_source=pc_search,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
691fe81b000000001e03bcd6,有财阀千金那味儿了！！,"法式猫眼好美
#法式猫眼[话题]# #2026年最新美甲[话题]# #猫眼法式美甲[话题]# #晶石猫眼美甲[话题]# #温柔又仙气[话题]# #法式渐变美甲[话题]# #清透美甲[话题]# #爆款美甲2025[话题]# #温柔美甲[话题]# #富家千金美甲[话题]#",捏个宇宙小富婆,6462,5970,24,10,2196,1,https://www.xiaohongshu.com/explore/691fe81b000000001e03bcd6?xsec_token=AB_Oa2J7fWR7X1Z-tIC-dEu2sg_CgJwPsJRbpeeKzKy6Y=&xsec_source=pc_search,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
69f2fd4400000000230157f1,浅杏奶茶 | 氛围感温柔手绘可爱小短甲美甲,"奶杏色打底软 fufu 的
淡淡的温柔感晕开在指尖
像融化的冰淇淋
手绘的小蛋糕、云朵和小熊图案
每一个都超乖！
黄皮姐妹也能冲，日常通勤完全不突兀~
持续每日更新原创美甲设计图，礼貌拿款哦，喜欢的话点点关注~
#美甲款式分享[话题]# #奶油色[话题]# #奶咖色系[话题]# #奶茶色美甲[话题]# #温柔天花板[话题]# #低饱度色系[话题]# #甜妹美甲[话题]# #小短甲[话题]# #可爱",指间事,6319,5415,27,10,838,1,https://www.xiaohongshu.com/explore/69f2fd4400000000230157f1?xsec_token=ABHrTS2npuom_v22HXrIWMgfPsSjRU8IKrfHq-BN0VVc0=&xsec_source=pc_search,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
69b952ba000000001a020922,粉色醋酸美甲,喜欢举手 我出教程.#超好看的美甲[话题]#,babygenie任先生（无锡bbg 招生号）,6175,3673,97,5,842,1,https://www.xiaohongshu.com/explore/69b952ba000000001a020922?xsec_token=ABenKGUQxDuQy79miG9aU0w1UlsqYgTyqeQ_J6kjVxGQg=&xsec_source=pc_search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a0c1eb000000000370346e7,辣妹美甲、酷酷的！,#y2k美甲[话题]# #美甲独特小众[话题]# #ins风美甲[话题]# #小众美甲[话题]# #甜酷辣妹风美甲[话题]# #个性美甲[话题]# #秀一下我的新美甲[话题]# #高级美甲[话题]#,大婷🌕,6167,4850,22,10,557,1,https://www.xiaohongshu.com/explore/6a0c1eb000000000370346e7?xsec_token=ABaOwhdFp4Ep0GStWveeM4Dz2cQpCuhSl3djleKp0AEBs=&xsec_source=pc_search,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
69cc70600000000023004397,裸金法式是温柔美甲的天花板,"短甲姐妹直接抄作业的裸金法式美甲💅清透裸色打底 + 细碎金闪法式边完全不挑皮！黄皮姐妹也能放心冲上班涂不夸张，约会又超有氛围感甲型做的短方圆，日常敲方便抬手就是温柔大小姐既视感，显白又显贵无名指的椭圆金圈设计，细节感直接拉满谁做谁是气质美女！
#超好看的美甲[话题]# #美甲款式[话题]# #美甲控[话题]# #美甲款式夏天显白[话题]# #高级显白美甲[话题]# #冰透美甲[话题]# #好看的美",yao瑶摇,6119,5421,53,10,1977,1,https://www.xiaohongshu.com/explore/69cc70600000000023004397?xsec_token=ABnl-BFWfj2wi_zCcA7lXBw90-_GoN5aJQcOBNePhanIg=&xsec_source=pc_search,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69f3577600000000380211f4,清爽的白月光法式✨,"裸粉渐变+碎钻细闪✨
是自带柔光滤镜的🧚‍♀️甲
清透又显贵
#氛围感美甲[话题]# #白月光美甲[话题]# #温柔又仙气[话题]# #法式美甲[话题]# #仙女美甲[话题]# #清透美甲[话题]# #法式[话题]# #高级清透感[话题]# #穿戴甲[话题]# #好看的穿戴甲[话题]#",柳漫漫🍒（同款都在评论区）,6049,4996,4,4,1053,1,https://www.xiaohongshu.com/explore/69f3577600000000380211f4?xsec_token=ABOHXIol35gcF-nocicBNuMCwD3id1ULNP-HaUFNkSRRk=&xsec_source=pc_search,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
69d607030000000022000a40,Ins高级美甲推荐｜波点蓝莓🫐韩系,#简约穿戴甲[话题]# #美甲怎么拍好看[话题]# #波点美甲[话题]# #短指甲美甲春天[话题]# #韩系美甲[话题]# #手工定制穿戴甲[话题]# #高级穿戴甲[话题]# #美甲独特小众[话题]# #蓝莓穿戴甲[话题]# #小众美甲[话题]#,温妮的穿戴甲,2230,1495,8,15,330,1,https://www.xiaohongshu.com/explore/69d607030000000022000a40?xsec_token=ABpmnkZeUjNPlM6tc9nzujef0KY4d0WvwOz3m-vu3qPFY=&xsec_source=pc_search,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
69845e6200000000210296e2,谁懂啊🥰豆沙裸美甲才是百搭天花板,"谁能拒绝豆沙裸美甲的温柔暴击啊🙋‍♀️
黄皮姐妹直接闭眼冲的程度！
清透的豆沙调揉着淡淡的裸感，不挑皮还巨显白，
没有夸张的装饰，却自带那种低调的精致感，
抬手间全是温柔到骨子里的氛围感～
通勤涂不张扬，约会涂又很提气质，
搭卫衣、小裙子、西装都适配，
美甲圈的百搭天花板真的非它莫属！
做完连我妈都夸我这次选的颜色超顺眼😂
有没有同款豆沙裸美甲爱好者？
你们做的豆沙裸踩过雷吗？评论区交流下～#豆沙",潮味设计｜美团外卖老店翻新,2209,1681,3,3,353,1,https://www.xiaohongshu.com/explore/69845e6200000000210296e2?xsec_token=ABhehCHA3sk8Xe1f7RXSVqxq7RVLNRg7_WFT6k5-Lb7cY=&xsec_source=pc_search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a06b89f0000000035031aa1,古早美萌美甲,超日系美萌的春夏美甲#夏天美甲[话题]# #做完美甲秀一下[话题]# #美甲推荐[话题]# #ins美甲[话题]# #美甲分享[话题]# #y2k美甲[话题]# #古早味[话题]#,咕噜大王,1979,1316,38,15,164,1,https://www.xiaohongshu.com/explore/6a06b89f0000000035031aa1?xsec_token=ABZfBO9r1vwK7-MqIbNUCKSOa5VMVw6seXlRFKt4m4tg0=&xsec_source=pc_search,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
69d0e4aa000000001f00336d,菱格纹猫眼 高级鼠了‼️🥺,#美甲夏天[话题]# #高级感长甲美甲[话题]# #冰透美甲[话题]# #最火猫眼美甲[话题]# #温柔美甲[话题]# #白女老钱美甲[话题]# #约会美甲[话题]# #美甲不带钻[话题]# #细闪美甲[话题]# #清明节美甲[话题]#,紫紫Nail🔮,1921,2216,7,25,451,1,https://www.xiaohongshu.com/explore/69d0e4aa000000001f00336d?xsec_token=ABxcm41AGGflYUj7Lwrd3ZwbGKz6wYowhyiPF8fviqGv8=&xsec_source=pc_search,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
68dcecd6000000000301f88f,get到了这个猫爪美甲的精髓！,"猫猫系列美甲～～～
业余美甲师，半个美术生
禁止盗图
立志做可以实现的简约可爱好看的猫猫美甲，缺点会持续改进
#猫咪美甲
想看什么美甲？扣评论区
关注我分享更多美甲款式💅
蹲宝子们复刻哦",有福之猫猫,1920,1761,5,6,676,1,https://www.xiaohongshu.com/explore/68dcecd6000000000301f88f?xsec_token=AB3giYH43jqAgpRVrVu6aZxsKDY5WE4X7PM28LVLGpUS4=&xsec_source=pc_search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69f49fa0000000002003b43a,「海盐冰气泡」美甲也太会了吧,裸透底色到奶蓝色的渐变，像加了冰的海盐气泡水，清透又显白不规则手绘 + 小碎钻点缀，温柔又有设计感，抬手就是夏日清爽感短甲姐妹也能冲，黄皮亲测巨显白，完全不挑手型配白衬衫、小裙子都超绝，一整个清爽住了💙 #海盐蓝美甲[话题]#  #冰透渐变美甲[话题]#  #清新美甲[话题]#  #显白美甲[话题]# #蓝色美甲[话题]# #新款美甲[话题]# #清透美甲[话题]# #温柔又仙气[话题]#,清研,1888,1512,11,25,900,1,https://www.xiaohongshu.com/explore/69f49fa0000000002003b43a?xsec_token=ABgj9bejwlOZ_nRFDsmzV1xjnpGLaQ5MYGgoQpEkhOjKU=&xsec_source=pc_search,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6a046f12000000003502c7ce,离不开海莉美甲了,"#氛围感美甲[话题]# #本甲美甲[话题]# #ins美甲[话题]#
#海莉美甲[话题]# #秀一下我的新美甲[话题]# #美甲款式[话题]#
#简约美甲[话题]# #猫眼美甲[话题]# #美甲分享[话题]# #美甲推荐[话题]#",01,1825,1419,29,10,131,1,https://www.xiaohongshu.com/explore/6a046f12000000003502c7ce?xsec_token=ABXXWawY9-ncp9nasLC-Ls-RMA5KSc3_haGUX5w7QeRcg=&xsec_source=pc_search,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
69999487000000000a0287a3,新美甲look ♡♩奶油海莉渐变小方,"裸透极光底色配上细钻链条，温柔又显贵，是富家千金的指尖氛围感没错了✨
给宝宝们分享最近超爱用的拼朵朵美甲工具
#多多精选[话题]# #多多好物[话题]# #氛围感美甲[话题]# #美甲款式分享[话题]# #超嫩少女心美甲[话题]# #甜美美甲[话题]# #少女心美甲[话题]# #粉嫩美甲[话题]# #甜妹美甲[话题]# #清透美甲[话题]#",芝士饼饼,1635,1238,3,4,281,1,https://www.xiaohongshu.com/explore/69999487000000000a0287a3?xsec_token=ABCuWOlidkpaVjasXnvM2VUIGbecQx_zjnpCqZHtETfds=&xsec_source=pc_search,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68ce1d50000000000e020057,蓝色猫眼、清冷感拉满,#指甲油[话题]# #免烤指甲油[话题]# #亲手晒美甲[话题]# #指甲油蓝色[话题]# #[话题]##m[话题]# y#猫眼美甲[话题]# #秋季美甲[话题]# #短款美甲[话题]# #显白美甲[话题]#,小彦彦美妆,1595,1798,10,5,694,1,https://www.xiaohongshu.com/explore/68ce1d50000000000e020057?xsec_token=ABC4TKEJFFfGlzkEwOPpbfqOwSu3K6uNvWMIksNR49Z6E=&xsec_source=pc_search,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
6a1153eb00000000380361b0,夏日番石榴清茶美甲💅🏻配色，好清新,#绿色美甲[话题]##粉色美甲[话题]##裸色美甲[话题]# #短甲[话题]##夏日美甲[话题]##手绘美甲[话题]# #星星美甲[话题]# #波点美甲[话题]# #甜美美甲[话题]#,酷酷的木木子（穿戴甲上手）,2563,2290,11,5,283,1,https://www.xiaohongshu.com/explore/6a1153eb00000000380361b0?xsec_token=AB2Oz4h9wbMBrQJgchuMJ0MWU7oO1XEMF1uKtWIgsJGgY=&xsec_source=pc_search,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
69c0efdd0000000023023763,我勒个豆！好可爱一美甲🥹✰•.。,"春夏天小短甲真的qq的
底色做侧光猫眼加腮红拍拍
图案手绘 ◔.̮◔✧
#手工穿戴甲[话题]# #短款美甲[话题]# #猫眼美甲[话题]# #可爱美甲[话题]# #显白美甲[话题]# #春夏美甲[话题]# #可爱穿戴甲[话题]# #甜美美甲[话题]# #韩系美甲[话题]# #短甲推荐[话题]#",爱美甲的秋鱼鱼,2249,1888,16,5,489,1,https://www.xiaohongshu.com/explore/69c0efdd0000000023023763?xsec_token=ABfpG0YSxjMLML3wEXqJJGkpeRnmYXF-gV_Pi-fpb6GYc=&xsec_source=pc_search,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
69e831070000000023016550,葡萄冰沙猫眼美甲,"#妆点我的生活[话题]#
指尖是那种清透的葡萄紫色，自带仙气滤镜，猫眼的光泽感像是流动的星河，还带着碎钻和极光偏光，感觉一伸手就是一整个宇宙，温柔又有灵气，是迪士尼在逃公主的本命美甲了。
#猫眼美甲[话题]# #葡萄紫美甲[话题]# #极光美甲[话题]# #仙女美甲[话题]# #梦幻美甲[话题]# #碎钻美甲[话题]# #显白美甲[话题]# #紫色美甲[话题]# #穿戴甲[话题]#",清露肤舍,1613,1547,11,5,328,1,https://www.xiaohongshu.com/explore/69e831070000000023016550?xsec_token=ABw2QVmxZDN7PFvR4lUGJn4JxGh0ZeCLQefWUjykqMkdo=&xsec_source=pc_search,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
69dd4733000000001f006a44,会发光的玻璃花‼️😍😍,#美甲夏天[话题]# #美甲短款春天多巴胺[话题]# #蓝眼泪穿戴甲[话题]# #美甲夏天中长款[话题]# #约会美甲[话题]# #猫眼眼睛美甲[话题]# #穿戴甲推荐[话题]# #夏天清透美甲[话题]# #夏日冰透美甲[话题]# #本甲美甲夏天[话题]#,紫紫Nail🔮,1587,1425,8,10,244,1,https://www.xiaohongshu.com/explore/69dd4733000000001f006a44?xsec_token=ABwiDzCo7YBHkcwdCaFJSNG6Wu6pYcfz-YtYcRQPRQNTg=&xsec_source=pc_search,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
69cfdb950000000022003ffc,我给美甲师的VS美甲师给我的,"第一次尝试裸色以外的颜色,还原度还是比较高的,价格也很OK诶[萌萌哒R][萌萌哒R]
#美甲还原度挑战[话题]# #美甲分享[话题]# #中长款美甲[话题]#",贝儿小馒头🍯,1580,1317,55,10,287,1,https://www.xiaohongshu.com/explore/69cfdb950000000022003ffc?xsec_token=ABLBa36cpsldnrEmOlRlMuZSRxNjJImIfOMTwXAGskmus=&xsec_source=pc_search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6a16c58c000000003601d6d3,显白的神！孔雀蓝美甲伸手就赢了,#戒指[话题]##戒指控[话题]# #夏天超显白美甲[话题]#  #薄荷漫波绿[话题]# #蓝色美甲[话题]# #夏天美甲[话题]# #显白[话题]##显白美甲[话题]# #大海的颜色[话题]#,星辰时刻,1429,786,37,5,93,1,https://www.xiaohongshu.com/explore/6a16c58c000000003601d6d3?xsec_token=ABeVQBwIvmEgjkAkXTe_hukBeuRk39x3jIP0C7zHUhD7M=&xsec_source=pc_search,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a1544950000000008024d49,°‧奶fufu的碎花美甲⋆｡𖦹🪻✨,"#汕头Yomi美甲[话题]#  #夏日清淡冷感妆容[话题]#
#短甲美甲[话题]# #奶白色美甲[话题]#
#ins美甲[话题]# #花花美甲[话题]# #日式美甲[话题]#
#百搭美甲[话题]# #极简美甲[话题]# #韩系少女心美甲[话题]#",Yomi Nail,1365,783,3,1,53,1,https://www.xiaohongshu.com/explore/6a1544950000000008024d49?xsec_token=ABIscQNblY1j3VbZDgaP0a-bmUr_ry-sWvulKhniuysI0=&xsec_source=pc_search,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
69e36f83000000001d01bc05,好温柔的粉白渐变美甲💅,"裸粉渐变也太温柔了吧🥰
粉白渐变的裸色美甲，上手自带妈生好气色，
清透的质感像把果冻戴在了手上，温柔又显气质。
图片是穿戴甲的上手实拍【粉白奶冻】，
不挑皮、不挑甲型，日常通勤、约会都超合适！#裸色美甲[话题]# #渐变美甲[话题]# #粉白渐变美甲[话题]# #温柔美甲[话题]# #伪素颜美甲[话题]# #妈生感美甲[话题]# #短甲美甲[话题]# #黄黑皮美甲[话题]# #学生党美甲[话题]#",云抒小铺4号,1211,1066,1,1,195,1,https://www.xiaohongshu.com/explore/69e36f83000000001d01bc05?xsec_token=ABpX_lIBphJ9Tt5uLDX9CPMuKlIFMQOFTItY4FSatBsQw=&xsec_source=pc_search,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0
69d92f330000000023005c1f,谁能拒绝这么仙的花花🌸美甲～🥹🥹,#美甲夏天[话题]# #钻石粉法式美甲[话题]# #约会美甲[话题]# #指尖干花美甲[话题]# #温柔美甲[话题]# #指膜定制穿戴甲[话题]# #冰透美甲[话题]# #猫眼多巴胺美甲[话题]# #美甲款式夏天显白[话题]# #猫眼睛美甲[话题]#,紫紫Nail🔮,2590,2457,13,15,341,1,https://www.xiaohongshu.com/explore/69d92f330000000023005c1f?xsec_token=ABdOxmw-xfdrbW3IwU0pV1zE6S_tD-YXClngc7-1pKxMY=&xsec_source=pc_search,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0
68c300b7000000001b03305b,不会忽悠顾客的美甲师下场有多惨🤔,做了快10年美甲不会忽悠顾客还原度，能还原就还原，还原不了就实话实说，不需要去忽悠人家过来.影响顾客的心情，实实在在的不好吗[赞R]#美甲[话题]# #大朗美甲[话题]# #美甲师[话题]# #美甲店推荐[话题]#,大朗TS美甲美睫（不回私信）,2316,297,81,5,173,1,https://www.xiaohongshu.com/explore/68c300b7000000001b03305b?xsec_token=ABFssnvdwvtt7yYsfsB-rZo025FKB8SnyW6ZwHPR-r958=&xsec_source=pc_search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69e5cea2000000002200d381,冰蓝粉渐变美甲｜温柔到骨子里的清冷甜妹感,"谁懂啊家人们！
这款清透渐变美甲真的美到我心巴上✨
裸粉打底过渡奶fufu的冰蓝渐变
自带细闪猫眼的水光通透感
就像指尖盛了一捧夏天的薄雾🌫️
单指小小的立体蝴蝶结太点睛了
奶白软乎乎的 甜而不腻
零星点点细钻波点点缀
温柔里又带了点灵动细碎的精致
中长椭圆甲型巨修饰手型
把手指衬得又细又长
低饱和色系日常完全不挑皮
通勤、约会、搭小裙子都超适配
清冷易碎感+软甜气质直接拉满
上手整个人气质都变温",小欧爱美,2076,1507,8,5,361,1,https://www.xiaohongshu.com/explore/69e5cea2000000002200d381?xsec_token=ABn3v0RPEAnZ6EvHsWMYUXlRZymi-nhWNjuO7SljLsazU=&xsec_source=pc_search,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
69b97fde000000001d01e1ea,神仙极光绿猫眼美甲✨ 显白到尖叫！,"周末逛街时偶然看到这款美甲，瞬间被戳中❤ 极光绿配猫眼，温柔又高级～
上手显白不止一个度😆 光泽感绝了～抬手可太显贵气啦～
#美甲种草[话题]# #极光绿美甲[话题]# #猫眼美甲[话题]# #显白美甲[话题]# #秋季美甲[话题]# #高级感美甲[话题]# #仙女美甲[话题]# #气质美甲[话题]# #美甲分享[话题]# #美甲灵感[话题]#",辣甲日记,868,940,2,2,428,1,https://www.xiaohongshu.com/explore/69b97fde000000001d01e1ea?xsec_token=ABenKGUQxDuQy79miG9aU0wyGK9eG7wKBGdCJQAtwAz3g=&xsec_source=pc_search,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
69d5b0f60000000023011355,美拉德风焊死！裸棕渐变碎钻美甲太绝了✨,搭配爆闪碎钻和小钻点缀，一整个高级感拉满，阳光下 blingbling 的，像把奶茶色的银河揉进指甲里，日常通勤、约会都适配，温柔到骨子里的氛围感，#超好看的美甲[话题]# #美甲款式[话题]# #美甲控[话题]# #棕色美甲[话题]# #高级显白美甲[话题]# #秋日棕色系美甲[话题]# #秋天美甲穿戴显白甲片[话题]# #焦糖色美甲[话题]# #温柔美甲[话题]# #奶茶色美甲[话题]#,yao瑶摇,653,543,3,3,81,1,https://www.xiaohongshu.com/explore/69d5b0f60000000023011355?xsec_token=ABO_3lJSOJ8co7Jn55ruO59X--xq3yhxGZateRLh7LEUM=&xsec_source=pc_search,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
