评论ID,帖子ID,评论内容,IP属地,评论时间
697b20c80000000018023219,68bfc7a8000000001d01a48e,这个属于简单款还是复杂款呀？,吉林,1769677000000
68de9b2e000000003803f074,68bfc7a8000000001d01a48e,贴的还是画的[呃R],广东,1759419182000
695dbb70000000001600c226,68bfc7a8000000001d01a48e,求细节图宝宝,山东,1767750513000
69705f29000000000800c504,68bfc7a8000000001d01a48e,求细节图[皱眉R],广东,1768972074000
69686fdc000000000c016532,68bfc7a8000000001d01a48e,求细节图,广西,1768452061000
6a03c8e80000000027016349,69cb7599000000001d01f980,我的美甲师复刻出来了,广西,1778632939000
69cd0d920000000001007664,69cb7599000000001d01f980,图一太心动了[笑哭R][笑哭R]，做个图一怎么样哇,重庆,1775046035000
69f8d70e000000002803af3c,69cb7599000000001d01f980,图一做啦  我觉得效果还不错耶,新疆,1777915666000
69db9bc0000000003502dd27,69cb7599000000001d01f980,刚做了图1，觉得还不错,福建,1775999938000
69d0c556000000000202bec1,69cb7599000000001d01f980,我自己做的，可以给点建议吗[笑哭R],上海,1775289692000
67811beb000000001b03565d,6778f0d40000000013018463,好漂亮😍😍能不能出穿戴甲呀？[派对R][害羞R],广西,1736514540000
67ee036c000000001f006fa2,6778f0d40000000013018463,有没有无滤镜的,福建,1743651693000
68920bd200000000290281ec,6778f0d40000000013018463,自己做的好闪[微笑R],广西,1754401748000
677a710200000000110324c6,6778f0d40000000013018463,好好看哦 能不能做穿戴甲[哭惹R],浙江,1736077571000
67813db7000000001b03f4eb,6778f0d40000000013018463,感觉做我手上会很显手黑[哭惹R],天津,1736523192000
68ec704e00000000330275da,68e8aa600000000003035e44,[哇R]木柯诗修容盘,湖北,1760325711000
696474e50000000019002377,68e8aa600000000003035e44,这算翻车还是成功呢？,山东,1768191211000
69a14a780000000008033b6c,68e8aa600000000003035e44,谆嘟好美今天才做,湖北,1772178045000
690c6529000000003901e9ba,68e8aa600000000003035e44,成了,辽宁,1762420012000
6975e7b1000000000600d469,68e8aa600000000003035e44,手有点黑[笑哭R],江苏,1769334709000
683daba0000000000b02e8a8,683d7a4200000000230168d1,吼吼看！！蹲一个猫眼的色号[皱眉R],浙江,1748872096000
6847df1c000000000b01473f,683d7a4200000000230168d1,好好看,内蒙古,1749540636000
68724f6400000000090177b1,683d7a4200000000230168d1,没有一样的色号，但是还是好看的[害羞R][害羞R][害羞R],四川,1752321894000
68982679000000002a0191e5,683d7a4200000000230168d1,交作业  太好看啦[害羞R],江苏,1754801789000
68400493000000000103d5b3,683d7a4200000000230168d1,星星是贴的嘛[皱眉R],江苏,1749025939000
69f9728f000000002803c4c9,69e89cc70000000022000253,返图,山东,1777955473000
69ff45920000000027014953,69e89cc70000000022000253,来返图啦，今晚刚去美甲店做的,浙江,1778337175000
6a0f06e5000000002901116c,69e89cc70000000022000253,交作业[派对R],广东,1779369705000
69f590330000000029034a3e,69e89cc70000000022000253,像不像？[萌萌哒R],广东,1777700917000
6a049c55000000002900e6f6,69e89cc70000000022000253,今天刚做的[doge],广东,1778687064000
6a16671a000000002803c3b6,687cbd4400000000120319eb,60做的，总感觉哪里怪怪的,浙江,1779853086000
6886eae600000000020191ac,687cbd4400000000120319eb,我花了80很满意了，加建构,浙江,1753672425000
68cba169000000000b015ca6,687cbd4400000000120319eb,你们都做多少？？288合理吗我去了,上海,1758175595000
68e7cb0d0000000033006c38,687cbd4400000000120319eb,,贵州,1760021265000
695471740000000014037537,687cbd4400000000120319eb,这一样吗？家人们，感觉好奇怪啊[哭惹R][哭惹R],北京,1767141750000
6964a2b7000000000f02d998,69095f35000000000302f457,超级好看！,黑龙江,1768202937000
693486a1000000001403dd37,69095f35000000000302f457,昨天刚做的美甲💅,美国,1765050027000
69412116000000001d0247f2,69095f35000000000302f457,有色差，但它只要49[害羞R],江苏,1765875995000
692c68190000000038016b34,69095f35000000000302f457,140值不值？,广东,1764517915000
690b372d000000003900acd9,69095f35000000000302f457,看我的,辽宁,1762342704000
69bba32a000000000103c963,6886511f0000000015020ee4,感觉有点像诶 后天去做这个！,河南,1773904685000
697f7470000000000800d725,6886511f0000000015020ee4,超级好看[派对R],福建,1769960574000
6a191dac000000002901bacd,6886511f0000000015020ee4,星星是贴纸还是手绘的呀,北京,1780030893000
688b6eac000000002903b03d,6886511f0000000015020ee4,宝宝 你这个用了甲片嘛[害羞R],云南,1753968301000
6a19145d000000002903521f,6886511f0000000015020ee4,超级无敌好看，就是有点拍不出来,云南,1780028511000
68e92ccb000000003901cac8,68e866ec000000000302e4d2,[哭惹R][哭惹R][哭惹R],湖南,1760111822000
68f338d30000000038031d72,68e866ec000000000302e4d2,不错，值这个价,河南,1760770262000
690017d00000000039004020,68e866ec000000000302e4d2,好看,河北,1761613777000
68ecf84f000000003803ecef,68e866ec000000000302e4d2,,广东,1760360532000
68f1e9400000000038004f43,68e866ec000000000302e4d2,怎么确定尺寸呢,海南,1760684353000
68bac360000000003002bebe,68b02dd5000000001c03d849,[嘻嘻R]我做回来了（改了一部分）,云南,1757070180000
68b6c90a00000000300175d6,68b02dd5000000001c03d849,我记得当时我看到这个还是AI来着这就做出来了？[呃R],广东,1756809483000
68b5205f0000000030006df9,68b02dd5000000001c03d849,好想做这个，可是感觉小县城美甲师做不出效果[哭惹R],广东,1756700768000
68d0bc680000000002014665,68b02dd5000000001c03d849,怎么进群,广东,1758510184000
68b54974000000000a00d5f1,68b02dd5000000001c03d849,是哑光还是亮面啊，感觉第一张是哑光的，后面又感觉做的亮面,山西,1756711284000
69f4ba82000000002803049d,6688df8c000000000a0246b3,2个笔记同款商品 穿戴甲链接，图片是本甲，甲型麻烦看宝贝详情备注,浙江,1777646210000
668e547d0000000005039cd1,6688df8c000000000a0246b3,花140做的 想报警,四川,1720603774000
669500990000000005021f26,6688df8c000000000a0246b3,,福建,1721041051000
669105450000000016025966,6688df8c000000000a0246b3,这个星星怎么弄的,甘肃,1720780101000
668b4e190000000017012425,6688df8c000000000a0246b3,我天现实图真的可以有这么好看吗[皱眉R],河南,1720405529000
696ba0a3000000000f00c0f8,694215f5000000001e028258,美甲师给我的[捂脸R],贵州,1768661159000
69b1857f000000000f00cd00,694215f5000000001e028258,美甲师很重要,湖南,1773241729000
69aa353600000000040026e2,694215f5000000001e028258,昨天做的，来交作业了,湖南,1772762424000
69c5c90100000000020342d6,694215f5000000001e028258,总感觉哪里不对劲,海南,1774569732000
6a18f47f000000002803af51,694215f5000000001e028258,做这个可以拍婚纱照吗？,江苏,1780020351000
68ebafbd000000003902bbc6,68ea1aaa000000000401595c,觉得手白 可以 或者光线好点  我这指甲短 只能说还可以,安徽,1760276430000
6a17d7f60000000029034801,68ea1aaa000000000401595c,,重庆,1779947512000
698708a5000000000800eb08,68ea1aaa000000000401595c,今天去做了,四川,1770457267000
6986be6e000000000c0157d6,68ea1aaa000000000401595c,,四川,1770438256000
691b36f60000000038011ed8,68ea1aaa000000000401595c,,江西,1763391227000
6719dfae000000001b037604,66c2d5e2000000001d01a13f,感觉做失败了,广东,1729748911000
675bf255000000001003c1b2,66c2d5e2000000001d01a13f,返图感觉不太好看[哭惹R][哭惹R],江苏,1734079066000
67cd1e150000000018004149,66c2d5e2000000001d01a13f,刚做的,浙江,1741495831000
6781215e0000000022008efe,66c2d5e2000000001d01a13f,交作业 [暗中观察R],江苏,1736515937000
67c0831e0000000019012517,66c2d5e2000000001d01a13f,努力了[doge] 交作业,广东,1740669732000
69ac320a000000001601576f,69a7d3fe00000000150208f2,,山东,1772892684000
69f9f88200000000270142ca,69a7d3fe00000000150208f2,好美[派对R][派对R][派对R]都去做,天津,1777989765000
69d1c9040000000015016c97,69a7d3fe00000000150208f2,做了！,四川,1775356167000
6a18dd19000000002702a88e,69a7d3fe00000000150208f2,以这个为参考做的[萌萌哒R],上海,1780014362000
69ef79780000000027029ad3,69a7d3fe00000000150208f2,心动—拥有[害羞R],云南,1777301882000
68ca7afe000000003001dab7,68c7b87f000000001c011019,p1是必须本甲嘛？指甲短可以贴甲片吗,四川,1758100223000
68c7d30e0000000030021212,68c7b87f000000001c011019,谁家的啊[派对R],河北,1757926159000
68c7d353000000000a00e76a,68c7b87f000000001c011019,哇咔咔，下次要做，又一款心动美甲,广东,1757926227000
68caabb3000000000b015370,68c7b87f000000001c011019,这个戒指好喜欢！,湖北,1758112692000
68ccb7570000000030006ba7,68c7b87f000000001c011019,求[飞吻R][飞吻R],四川,1758246743000
6921d731000000003800a011,68b95c80000000001b037c74,[哭惹R]一点都不还原,辽宁,1763825460000
68c41edd000000003001c10d,68b95c80000000001b037c74,刚做,湖南,1757683424000
68cd14a200000000020140b9,68b95c80000000001b037c74,,安徽,1758270629000
68bcce4a000000003001551e,68b95c80000000001b037c74,请问这个是做了建构的吗？还是没有做啊？,广东,1757204042000
6a117a52000000002b02432c,68b95c80000000001b037c74,感觉还挺好看的，适合夏天去海边[偷笑R],江西,1779530323000
689c2324000000003001da2d,6895f7580000000023039150,昨天拿这个图去做的，然后就得到了不太一样但是也还算好看的美甲,江苏,1755063079000
697c915c0000000004000928,6895f7580000000023039150,89[doge],辽宁,1769771383000
689a8afd000000002b02e253,6895f7580000000023039150,有细节图吗？,四川,1754958590000
68d88870000000001a026694,6895f7580000000023039150,180[哭惹R],山东,1759021187000
68ce74aa000000000b0267bd,6895f7580000000023039150,[笑哭R]我做出来的188,广东,1758360755000
68de9b2e000000003803f074,68bfc7a8000000001d01a48e,贴的还是画的[呃R],广东,1759419182000
695dbb70000000001600c226,68bfc7a8000000001d01a48e,求细节图宝宝,山东,1767750513000
69705f29000000000800c504,68bfc7a8000000001d01a48e,求细节图[皱眉R],广东,1768972074000
69686fdc000000000c016532,68bfc7a8000000001d01a48e,求细节图,广西,1768452061000
697b20c80000000018023219,68bfc7a8000000001d01a48e,这个属于简单款还是复杂款呀？,吉林,1769677000000
689a16e9000000002b01c7c3,688a0c9a0000000023034876,宝宝们禁止搬运哦，用我的图发帖需要@我哦,上海,1754928873000
689023e10000000029037a05,688a0c9a0000000023034876,我就知道我不会无缘无故刷到这个[偷笑R]但是我加了层磨砂,江苏,1754276836000
6a1261f0000000002701437d,688a0c9a0000000023034876,夸爆我的神仙美甲师小姐姐了，感觉已经超超超超级还原了，实物更好看！！！,上海,1779589617000
689455c5000000002a0011cc,688a0c9a0000000023034876,,福建,1754551750000
6891b560000000002b018df8,688a0c9a0000000023034876,图三人鱼姬我做过，巨好看[偷笑R],四川,1754379616000
67811beb000000001b03565d,6778f0d40000000013018463,好漂亮😍😍能不能出穿戴甲呀？[派对R][害羞R],广西,1736514540000
67ee036c000000001f006fa2,6778f0d40000000013018463,有没有无滤镜的,福建,1743651693000
68920bd200000000290281ec,6778f0d40000000013018463,自己做的好闪[微笑R],广西,1754401748000
677a710200000000110324c6,6778f0d40000000013018463,好好看哦 能不能做穿戴甲[哭惹R],浙江,1736077571000
67813db7000000001b03f4eb,6778f0d40000000013018463,感觉做我手上会很显手黑[哭惹R],天津,1736523192000
69f06f7b000000002800ab3b,69e1ed3b0000000021011ea7,这种属于单色猫眼吗？,河南,1777364860000
6a084d0c000000002701d421,69e1ed3b0000000021011ea7,,浙江,1778928909000
69e858ff0000000014018818,69e1ed3b0000000021011ea7,姐妹，这是你自己做的吗，能出一个吸猫眼的教程吗,天津,1776834816000
69e263390000000014019c13,69e1ed3b0000000021011ea7,姐你是被盗图了吗？拼多多上有你这张手的照片，但不是这个牌子的[石化R],湖南,1776444218000
69f307a6000000002b026c29,69e1ed3b0000000021011ea7,姐问一下戒指哪家的[哇R],湖北,1777534886000
696264930000000014034e77,69441a71000000001b0219f4,宝子们看看可以用不,广东,1768055956000
698ec02a00000000050338aa,69441a71000000001b0219f4,刚做的[偷笑R]那个雪花好几个美甲店都说没有，换了别的小花花,广东,1770962988000
6944f45f0000000038030a75,69441a71000000001b0219f4,第一个有细节图吗[害羞R],安徽,1766126687000
6a18bef00000000028031774,69441a71000000001b0219f4,好好看呀,陕西,1780006640000
6a178019000000002b02857a,69441a71000000001b0219f4,温柔可爱,福建,1779925018000
69718ea3000000000f02e8c3,68cbd55f0000000013013eb6,有细节图吗,广东,1769049763000
69bbf25a000000000d012ed3,68cbd55f0000000013013eb6,无滤镜原相机,广东,1773924958000
69ff3e8c000000002702dfa0,68cbd55f0000000013013eb6,,甘肃,1778335375000
69cbac950000000009037e62,68cbd55f0000000013013eb6,照着图做的,福建,1774955670000
69ed5bdb000000002800976c,68cbd55f0000000013013eb6,做了,浙江,1777163230000
696b897f0000000006033630,68835b9c0000000020018599,,安徽,1768655234000
69781fa6000000000600d711,68835b9c0000000020018599,同款一个月了，准备年前换掉[doge],江西,1769480112000
688cba8f0000000029025de3,68835b9c0000000020018599,同款已做 真的超级好看 永远都是闪闪亮亮 心情都超级好[大笑R],山西,1754053273000
6902a86a00000000370246a5,68835b9c0000000020018599,,上海,1761781868000
695e5419000000001600c2be,68835b9c0000000020018599,刚做的,浙江,1767789594000
68c7d30e0000000030021212,68c7b87f000000001c011019,谁家的啊[派对R],河北,1757926159000
68ca7afe000000003001dab7,68c7b87f000000001c011019,p1是必须本甲嘛？指甲短可以贴甲片吗,四川,1758100223000
68ca06bf00000000300186fb,68c7b87f000000001c011019,不知道自己什么码咋整,内蒙古,1758070464000
68c7be12000000000a00e526,68c7b87f000000001c011019,我收藏了我去问问天津哪里能做[偷笑R][暗中观察R],天津,1757920787000
68d0a10900000000090383e6,68c7b87f000000001c011019,在哪里做的,河南,1758503177000
699adcc20000000015010274,69955f12000000000a02ba73,这是什么颜色呀,广东,1771756739000
6a18f4ba000000002701c08b,69955f12000000000a02ba73,这款需要做建构吗？,海南,1780020410000
6a101372000000002901307d,69955f12000000000a02ba73,想问一下，为什么你的猫眼看起来不会发灰呀？我记得我之前做过猫眼会有点发灰，你这个是什么颜色的呀？,广东,1779438451000
69ea7a01000000001401cc00,69955f12000000000a02ba73,这是猫眼款吗,河北,1776974337000
69dc57510000000035022377,69955f12000000000a02ba73,我将拿给我的美甲师，逐帧观看,江西,1776047953000
6921d731000000003800a011,68b95c80000000001b037c74,[哭惹R]一点都不还原,辽宁,1763825460000
68c41edd000000003001c10d,68b95c80000000001b037c74,刚做,湖南,1757683424000
68cd14a200000000020140b9,68b95c80000000001b037c74,,安徽,1758270629000
68bcce4a000000003001551e,68b95c80000000001b037c74,请问这个是做了建构的吗？还是没有做啊？,广东,1757204042000
6a117a52000000002b02432c,68b95c80000000001b037c74,感觉还挺好看的，适合夏天去海边[偷笑R],江西,1779530323000
697c915c0000000004000928,6895f7580000000023039150,89[doge],辽宁,1769771383000
689c2324000000003001da2d,6895f7580000000023039150,昨天拿这个图去做的，然后就得到了不太一样但是也还算好看的美甲,江苏,1755063079000
689a8afd000000002b02e253,6895f7580000000023039150,有细节图吗？,四川,1754958590000
68ce74aa000000000b0267bd,6895f7580000000023039150,[笑哭R]我做出来的188,广东,1758360755000
68d88870000000001a026694,6895f7580000000023039150,180[哭惹R],山东,1759021187000
69761d9a000000000800d634,6969b3aa00000000220302c8,茉哉手工赤茶琉璃穿戴甲 同款穿戴甲哦宝宝们[红色心形R],广东,1769348506000
6984910b00000000080322bb,6969b3aa00000000220302c8,,广东,1770295574000
69831101000000001d00f4d3,6969b3aa00000000220302c8,,陕西,1770197251000
6978a7c0000000000f025873,6969b3aa00000000220302c8,真嘟超好看[偷笑R],上海,1769514948000
697367080000000005033bc2,6969b3aa00000000220302c8,,海南,1769170699000
69f8a5a8000000002902dee3,69f1a666000000003700d0f0,按照这个做的，不满意[捂脸R],福建,1777903019000
69fee356000000002b001870,69f1a666000000003700d0f0,照着这个做的，自己做了一些改变,浙江,1778312024000
6a119512000000002b025be1,69f1a666000000003700d0f0,实物更亮[哭惹R],河南,1779537175000
69f351c2000000002702e5aa,69f1a666000000003700d0f0,一个星期前做的[偷笑R]259,上海,1777553862000
6a07ee81000000002803c2c3,69f1a666000000003700d0f0,有点崩了[哭惹R],山东,1778904707000
68de9b2e000000003803f074,68bfc7a8000000001d01a48e,贴的还是画的[呃R],广东,1759419182000
695dbb70000000001600c226,68bfc7a8000000001d01a48e,求细节图宝宝,山东,1767750513000
69705f29000000000800c504,68bfc7a8000000001d01a48e,求细节图[皱眉R],广东,1768972074000
69686fdc000000000c016532,68bfc7a8000000001d01a48e,求细节图,广西,1768452061000
697b20c80000000018023219,68bfc7a8000000001d01a48e,这个属于简单款还是复杂款呀？,吉林,1769677000000
6a0e8ac10000000029010912,6a0d78200000000038037344,蓝色猫眼 KASI猫眼裸色甲油胶 23，食指 KASI小灯泡晶石猫眼胶 04，无名指 KASIKaSi星月集罐装猫眼胶 03，金色猫眼 KASI猫眼碎钻裸粉甲胶 103,广西,1779337922000
6a11289a0000000027028f19,6a0d78200000000038037344,能不能出个长款呀，真的好想出去玩的时候拍照,上海,1779509402000
6a1672aa0000000029012afc,6a0d78200000000038037344,好好看[哇R],广东,1779856042000
6a13c979000000002803975c,6a0d78200000000038037344,感觉这个特别适合hamilton的痛甲，适合那种不想ip太明显的[赞R],山东,1779681657000
6a0ed7280000000029012b07,6a0d78200000000038037344,这将是我的下一个美甲[暗中观察R]@涂涂兔,浙江,1779357481000
6a0f2351000000002803d968,6a0aff7f00000000080036ab,,四川,1779376985000
6a1570a9000000002803df21,6a0aff7f00000000080036ab,在哪儿做的呀宝宝[色色R],四川,1779789994000
6a191488000000002803217b,6a0aff7f00000000080036ab,好漂亮[飞吻R],广东,1780028552000
6a19005b0000000021010db7,6a0aff7f00000000080036ab,宝，你的眼睛太美了,广东,1780023387000
6a18d07e00000000280095e1,6a0aff7f00000000080036ab,没错[回招呼],浙江,1780011134000
69a407ca000000000800caa8,69a166ac000000001a01c692,是穿戴甲吗,河南,1772357579000
69b44974000000001500a5e8,69a166ac000000001a01c692,怎么卖呀,四川,1773422965000
69b35ffb000000000503ae06,69a166ac000000001a01c692,怎么卖,山西,1773363195000
69b36ecb0000000015000ebf,69a166ac000000001a01c692,好看,广西,1773366988000
69b390af000000000f01a35e,69a166ac000000001a01c692,咋卖[暗中观察R],湖北,1773375663000
6a1582d9000000002803f880,68a585fa000000001d028505,已做[害羞R][害羞R][害羞R][害羞R],重庆,1779794651000
6a104995000000002803f7e4,68a585fa000000001d028505,不错不错[害羞R],江西,1779452311000
6a129928000000002a0339d5,68a585fa000000001d028505,昨天做的，感觉挺好看的,吉林,1779603759000
69cbdc16000000000d034cf7,68a585fa000000001d028505,我的,广东,1774967832000
69ec73a4000000002b026fe0,68a585fa000000001d028505,第一次做挺好看,江苏,1777103784000
6933cc870000000039008f7f,6932af6f000000001e00225c,求细节图,广东,1765002376000
693790c40000000030024ff2,6932af6f000000001e00225c,有细节图吗,浙江,1765249220000
6961e9c70000000014034a3b,6932af6f000000001e00225c,色号[害羞R],广西,1768024520000
69339d34000000000e035053,6932af6f000000001e00225c,这个有穿戴甲嘛[害羞R],江苏,1764990261000
6942bf7d000000001403e98a,6932af6f000000001e00225c,有教程吗？,云南,1765982078000
68d0f3b8000000000b028a71,68c6b4f9000000001d01b4f0,第一个，很喜欢,河北,1758524347000
68c7e8e9000000003002b143,68c6b4f9000000001d01b4f0,49 我挺喜欢的,广东,1757931775000
68c70700000000000b0208f6,68c6b4f9000000001d01b4f0,第一个，但是甲型不一样,上海,1757873922000
68c6b6210000000030021ae6,68c6b4f9000000001d01b4f0,第一个,广东,1757853219000
68c93a14000000003002770a,68c6b4f9000000001d01b4f0,,上海,1758018075000
69b924290000000002029340,69ae6167000000001d02462b,口红🔗有吗 什么色号,浙江,1773741097000
69b51d6d000000000f02f904,69ae6167000000001d02462b,求细节图[害羞R],山东,1773477230000
69f1bc850000000027029e68,69ae6167000000001d02462b,交作业啦,广东,1777450129000
69bb4e78000000001400a871,69ae6167000000001d02462b,做好了,浙江,1773883002000
6a1577ca0000000029010277,69ae6167000000001d02462b,,陕西,1779791829000
69fd5286000000002b0024a6,69fc6423000000003601eb3a,宝宝可以看一下美甲细节图吗！,江苏,1778209415000
6a01af8f0000000028035cca,69fc6423000000003601eb3a,好看,广东,1778495376000
69fd26360000000027028b88,69fc6423000000003601eb3a,薄荷[哭惹R][抽泣R],福建,1778198071000
69fd6ad90000000029036280,69fc6423000000003601eb3a,这个颜色好清爽[色色R],海南,1778215641000
6a153f23000000002800aea1,69fc6423000000003601eb3a,好看,江苏,1779777316000
6a0e8ac10000000029010912,6a0d78200000000038037344,蓝色猫眼 KASI猫眼裸色甲油胶 23，食指 KASI小灯泡晶石猫眼胶 04，无名指 KASIKaSi星月集罐装猫眼胶 03，金色猫眼 KASI猫眼碎钻裸粉甲胶 103,广西,1779337922000
6a11289a0000000027028f19,6a0d78200000000038037344,能不能出个长款呀，真的好想出去玩的时候拍照,上海,1779509402000
6a1672aa0000000029012afc,6a0d78200000000038037344,好好看[哇R],广东,1779856042000
6a13c979000000002803975c,6a0d78200000000038037344,感觉这个特别适合hamilton的痛甲，适合那种不想ip太明显的[赞R],山东,1779681657000
6a0ed7280000000029012b07,6a0d78200000000038037344,这将是我的下一个美甲[暗中观察R]@涂涂兔,浙江,1779357481000
6a0ffd4600000000290245cb,691847bf0000000005003484,么么哒[飞吻R],云南,1779432778000
69fd5c1a000000002803e186,691847bf0000000005003484,65.9,北京,1778211869000
69e4bc5a000000001401c02e,691847bf0000000005003484,,安徽,1776598108000
697471fb000000000600a6b6,691847bf0000000005003484,蓝色的甲油胶是什么牌子呀,四川,1769239035000
6979921f000000000601d490,691847bf0000000005003484,好好看[哇R],福建,1769574944000
69e0633e000000001500a57e,69df7e3d000000002102faf1,求甲油胶,广东,1776313151000
69ea523b000000001401e405,69df7e3d000000002102faf1,交作业,浙江,1776964157000
69e0c8d4000000001401c014,69df7e3d000000002102faf1,求细节图,福建,1776339156000
69e025e2000000000d034a12,69df7e3d000000002102faf1,这指甲是穿戴甲吗,福建,1776297443000
69df879e0000000035030c17,69df7e3d000000002102faf1,好看的要命[心心眼R][心心眼R][心心眼R][心心眼R],河南,1776256927000
696de4fe000000003102f911,696b56700000000021030dab,在哪买,浙江,1768809727000
698068490000000006030640,696b56700000000021030dab,,陕西,1770022987000
69a5ef28000000000c009374,696b56700000000021030dab,好看死了,广东,1772482348000
69f8a5f3000000002803334e,696b56700000000021030dab,好好看,浙江,1777903091000
696cba89000000000c01445a,696b56700000000021030dab,链接🔗,安徽,1768733322000
6a0f2351000000002803d968,6a0aff7f00000000080036ab,,四川,1779376985000
6a1570a9000000002803df21,6a0aff7f00000000080036ab,在哪儿做的呀宝宝[色色R],四川,1779789994000
6a191488000000002803217b,6a0aff7f00000000080036ab,好漂亮[飞吻R],广东,1780028552000
6a19005b0000000021010db7,6a0aff7f00000000080036ab,宝，你的眼睛太美了,广东,1780023387000
6a18d07e00000000280095e1,6a0aff7f00000000080036ab,没错[回招呼],浙江,1780011134000
6a17f3370000000028039a30,69d5c796000000001f000c90,这个手太好看了吧[哭惹R],海南,1779954487000
69f7d44f000000002701d818,69d5c796000000001f000c90,我的为什么没光像灰指甲,湖北,1777849425000
69d6407a0000000003012d88,69d5c796000000001f000c90,手表好看噢,海南,1775648891000
69ef83e3000000002803ae75,69d5c796000000001f000c90,不够蓝[捂脸R],广西,1777304552000
69d8d054000000000d03d8dc,69d5c796000000001f000c90,这个是不是没有涂底胶和封层呀[害羞R],湖北,1775816789000
69b008c80000000016017e82,69abc09b000000002602f912,求图,辽宁,1773144265000
69ec9f39000000002702e4e2,69abc09b000000002602f912,立马交作业！,山东,1777114941000
6a157f7a0000000028008dbd,69abc09b000000002602f912,无滤镜[害羞R] 指甲之前已经修方形了，才决定做这款，所以不是很还原，但效果很满意,海南,1779793788000
69bd07920000000002035746,69abc09b000000002602f912,做啦[害羞R],安徽,1773995927000
6a0c619d000000002800bc6a,69abc09b000000002602f912,嘿嘿嘿嘿嘿好看,湖南,1779196319000
69bacb1c0000000014009c37,68b54b22000000001b020e0f,爱疯了,江苏,1773849376000
68ea7bcf00000000390227e9,68b54b22000000001b020e0f,是猫眼吗宝宝还是只是裸色 好美 [害羞R],辽宁,1760197583000
695649ef000000001d008f17,68b54b22000000001b020e0f,70[偷笑R],山东,1767262705000
696b865c000000000c015f5d,68b54b22000000001b020e0f,好看！,吉林,1768654429000
68ed7db90000000037012d1a,68b54b22000000001b020e0f,想问一下博主，会不会刮头发呀，我一直做的裸色，没有贴过钻呢[哭惹R],英国,1760394682000
68d7b498000000001a0261ee,68a30d5d000000001d0363d7,我在期待什么[失望R],广东,1758966937000
6971ee01000000000f029afe,68a30d5d000000001d0363d7,做完后悔了[笑哭R],湖北,1769074178000
68fbcc7700000000380251be,68a30d5d000000001d0363d7,我也做了类似的,广东,1761332344000
69ecadd20000000027022b91,68a30d5d000000001d0363d7,我今天刚做的,河南,1777118683000
69802111000000000600d27d,68a30d5d000000001d0363d7,穿戴甲的,广西,1770004754000
67f731da000000001f019aab,670ddb70000000002401445d,,江苏,1744253403000
68cf7843000000000b0263e7,670ddb70000000002401445d,好看！给我做！！！,山东,1758427208000
69f9e2860000000027016c50,670ddb70000000002401445d,刚完成,广东,1777984135000
6845bd88000000000a0343c7,670ddb70000000002401445d,拿着这个图去做的[笑哭R],广西,1749400971000
687dd67c0000000019026a27,670ddb70000000002401445d,请问有具体效果图吗[皱眉R],海南,1753077373000
6a083f1c000000002701607e,691fe81b000000001e03bcd6,我的美甲师做完是这样的,吉林,1778925342000
69e82aff000000001401bc15,691fe81b000000001e03bcd6,,河北,1776823063000
69fa0a4a0000000027023416,691fe81b000000001e03bcd6,指尖蹭了魔镜粉吗宝子,福建,1777994315000
692946af000000003802ca24,691fe81b000000001e03bcd6,你在广东哪里，我要来找你做,广东,1764312751000
692b9857000000000e037bdb,691fe81b000000001e03bcd6,OMGOMG美到我心里去了,山东,1764464728000
6a032339000000002803c2e8,69f2fd4400000000230157f1,这个好可爱啊,四川,1778590522000
69f5e0250000000027015261,69f2fd4400000000230157f1,能不能出一个纯渐变色的呀？[偷笑R],广东,1777721382000
6a0671ee0000000029019768,69f2fd4400000000230157f1,卡哇伊呀[斜眼R],广东,1778807279000
6a13088e000000002902ec9a,69f2fd4400000000230157f1,奶呼呼的好可爱啊,浙江,1779632271000
69ff2cde000000002702eda9,69f2fd4400000000230157f1,礼貌拿[飞吻R],陕西,1778330846000
69ba48e50000000015000ace,69b952ba000000001a020922,明天来客人 做这款出教程 [喝奶茶R][喝奶茶R][喝奶茶R],江苏,1773816038000
69dc73b0000000003502ae4b,69b952ba000000001a020922,老师我来交作业了,山西,1776055239000
69bbf7e6000000000d03c653,69b952ba000000001a020922,五十九可以做吗,福建,1773926374000
69c3696a000000000f01fb1e,69b952ba000000001a020922,做啦！真的超级好看[偷笑R][笑哭R],河南,1774414191000
69c4f5dd000000000f02cf3e,69b952ba000000001a020922,老师，收不到你的同款魔镜粉能给推荐一下链接吗？,广东,1774515677000
6a15a5ef0000000028034caa,6a0c1eb000000000370346e7,这个怎么拍的呀,吉林,1779803631000
6a194a70000000002702027d,6a0c1eb000000000370346e7,人美,上海,1780042352000
6a0c27b6000000002900f2a4,6a0c1eb000000000370346e7,可以看细节图吗[害羞R],广东,1779181495000
6a179e1a0000000028033a25,6a0c1eb000000000370346e7,必須要存起來,广东,1779932699000
6a16fc3c000000002900e871,6a0c1eb000000000370346e7,太美了,江西,1779891260000
6a0bee55000000002702a2e9,69cc70600000000023004397,好看的🤩,广东,1779166805000
6a102a47000000002701e612,69cc70600000000023004397,好高级这个,广东,1779444295000
6a13f27e0000000028033b9d,69cc70600000000023004397,这种算手绘吗,湖南,1779692159000
6a0fba8a000000002803c20a,69cc70600000000023004397,好贵气,浙江,1779415691000
69fa01f100000000280346a2,69cc70600000000023004397,好好看,浙江,1777992177000
